Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI_14,MA_50,MA_200,Vol_20d_Avg,Vol_Ratio,Momentum_5d,Volatility_20d,52w_High,52w_Low,Dist_from_52w_High,Dist_from_52w_Low
2025-10-01 00:00:00-04:00,151.63652142622013,151.8911533589223,150.03034820626002,151.3916778564453,6768400,0.0,0.0,,,,,,,,,,,
2025-10-02 00:00:00-04:00,150.78447672717908,153.37002433155158,150.15767776078778,150.20663452148438,7562400,0.0,0.0,,,,,,,,,,,
2025-10-03 00:00:00-04:00,150.41231460531432,151.09787366213465,149.0901532539656,150.3829345703125,7249300,0.0,0.0,,,,,,,,,,,
2025-10-06 00:00:00-04:00,150.79425949822524,151.46022683728938,149.76591351260865,150.84323120117188,4778900,0.0,0.0,,,,,,,,,,,
2025-10-07 00:00:00-04:00,150.48085310271725,151.7638459707031,148.15974082643612,151.71487426757812,5479600,0.0,0.0,,,,,,,,,,,
2025-10-08 00:00:00-04:00,151.17622280796454,151.48961482395896,149.68756963580844,150.5690155029297,5678000,0.0,0.0,,,,,,-0.5433999841759518,,,,,
2025-10-09 00:00:00-04:00,150.9509611571987,151.77363195818597,148.43396210781293,148.51231384277344,6178600,0.0,0.0,,,,,,-1.1279932368557177,,,,,
2025-10-10 00:00:00-04:00,147.59171907166626,148.2283213980225,145.8190537989515,145.82884216308594,7796600,0.0,0.0,,,,,,-3.028330588333661,,,,,
2025-10-13 00:00:00-04:00,146.90614850655885,148.8453054825069,146.34789796908214,148.80613708496094,5978800,0.0,0.0,,,,,,-1.3504710154969901,,,,,
2025-10-14 00:00:00-04:00,146.72005407117544,150.29477905181332,146.57315391123166,149.24684143066406,6419400,0.0,0.0,,,,,,-1.626757329384343,,,,,
2025-10-15 00:00:00-04:00,149.7463248559112,151.02931774504123,147.9246880557262,148.97262573242188,5824900,0.0,0.0,,,,,,-1.0602379016529828,,,,,
2025-10-16 00:00:00-04:00,149.0019953294052,149.57982254075935,147.13138695631133,148.58087158203125,5276800,0.0,0.0,,,,,,0.046162999877830124,,,,,
2025-10-17 00:00:00-04:00,149.11952856520992,151.00972877349457,149.06076849706764,149.92262268066406,7735500,0.0,0.0,,,,,,2.807250237233516,,,,,
2025-10-20 00:00:00-04:00,150.2653857263555,151.52878689201023,150.02054216104963,151.29373168945312,5676500,0.0,0.0,49.681499586678854,,,,,1.6717016201232893,,,,,
2025-10-21 00:00:00-04:00,151.54838323031998,152.08702713533464,150.04994176001094,150.6179656982422,6304900,0.0,0.0,47.58996861151088,,,,,0.9186956684876346,,,,,
2025-10-22 00:00:00-04:00,151.4602295826773,152.7627991955268,150.44168688562712,152.36126708984375,6036700,0.0,0.0,56.485884155639916,,,,,2.2746738474680672,,,,,
2025-10-23 00:00:00-04:00,154.93701435061374,155.31896973744261,152.89991397283777,153.33084106445312,9810900,0.0,0.0,58.469320118679384,,,,,3.1968916535796588,,,,,
2025-10-24 00:00:00-04:00,154.17310782947976,154.37878301762967,152.22414750012203,152.35147094726562,4979900,0.0,0.0,54.20766748682497,,,,,1.620067887803045,,,,,
2025-10-27 00:00:00-04:00,152.58651881017687,153.27207783083065,151.67569294097078,152.07723999023438,4884400,0.0,0.0,51.04578225816395,,,,,0.5178722819723092,,,,,
2025-10-28 00:00:00-04:00,151.70508100132923,153.00765068152498,150.71591828662417,150.9509735107422,5066500,0.0,0.0,51.10357329909869,,,6274350.0,0.8074940033628981,0.2210943501701257,,,,,
2025-10-29 00:00:00-04:00,150.68654086276385,152.9293015901617,150.68654086276385,151.90097045898438,7344400,0.0,0.0,60.45958713457454,,,6303150.0,1.1651951801876839,-0.30210869182910605,14.606726663564626,,,,
2025-10-30 00:00:00-04:00,152.02826782046583,152.02826782046583,150.07932253515713,150.35354614257812,8971200,0.0,0.0,65.0195055882928,,,6373590.0,1.4075583776176377,-1.941745640476522,14.801593141847077,,,,
2025-10-31 00:00:00-04:00,152.5179586686564,155.89679708382977,151.91075137235998,154.4669189453125,11136100,0.0,0.0,67.4728030240946,,,6567930.0,1.6955265966598305,1.388531390536496,17.691833983327403,,,,
2025-11-03 00:00:00-05:00,154.16330972867448,154.4669133658563,150.40251606230785,150.86280822753906,8512200,0.0,0.0,54.17298435524902,,,6754595.0,1.2602087912006568,-0.7985624691592919,19.72667920107266,,,,
2025-11-04 00:00:00-05:00,150.26537994140386,150.58857522845295,149.01178213082443,150.22621154785156,6976800,0.0,0.0,53.17771779870083,,,6829455.0,1.0215749280140216,-0.48013069808989783,19.662738894866745,,,,
2025-11-05 00:00:00-05:00,150.3633424042894,151.21539330467255,149.51129150390625,149.51129150390625,5894700,0.0,0.0,52.32050489705081,,,6840290.0,0.8617617089333932,-1.5731821514092137,19.55302994794207,,,,
2025-11-06 00:00:00-05:00,149.75612716879746,151.59734068307742,149.53086032101888,149.78550720214844,6466300,0.0,0.0,49.63879442715996,,,6854675.0,0.9433415880402791,-0.3778021569847301,18.909821610787276,,,,
2025-11-07 00:00:00-05:00,150.26539999643128,152.94889110688683,150.26539999643128,151.82261657714844,9835900,0.0,0.0,51.34601957069972,,,6956640.0,1.4138865889279881,-1.7118891127104408,18.1110014977863,,,,
2025-11-10 00:00:00-05:00,152.21435380542817,152.76280102919733,149.22725916447183,152.43960571289062,8436800,0.0,0.0,54.65001149035784,,,7079540.0,1.191715845944793,1.0451863543288642,16.7974123544537,,,,
2025-11-11 00:00:00-05:00,153.51691629200891,154.73134576247588,152.68444218775943,153.01744079589844,6361400,0.0,0.0,51.78095013273365,,,7076640.0,0.8989294354382871,1.8580174653194836,16.81112224367319,,,,
2025-11-12 00:00:00-05:00,152.37104952029367,152.5767097466979,148.9432396022803,150.1576690673828,11670900,0.0,0.0,42.18900359905979,,,7368940.0,1.5837963126311247,0.43232692124772765,18.232576334837013,,,,
2025-11-13 00:00:00-05:00,150.8236348616347,152.9782552279879,150.75507149081906,152.3710479736328,7998700,0.0,0.0,50.04543030608624,,,7505035.0,1.0657778411426462,1.7261621766884172,18.873593051889028,,,,
2025-11-14 00:00:00-05:00,153.00764309560466,154.69216809143398,151.61693337933923,154.3689727783203,8484800,0.0,0.0,54.92424018879789,,,7542500.0,1.1249320517069936,1.677191619127405,19.14816726813252,,,,
2025-11-17 00:00:00-05:00,154.46690350971232,154.6333953341865,151.25455725665435,151.62672424316406,8745000,0.0,0.0,51.35769828354759,,,7695925.0,1.1363156475667318,-0.5332482106110703,20.08838012378796,,,,
2025-11-18 00:00:00-05:00,151.02264507868776,152.78539998941727,150.28980844294745,152.1317901611328,10813400,1.71,0.0,50.47219844633694,,,7921350.0,1.3650955960789513,-0.5787906464511772,20.039478953701693,,,,
