Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI_14,MA_50,MA_200,Vol_20d_Avg,Vol_Ratio,Momentum_5d,Volatility_20d,52w_High,52w_Low,Dist_from_52w_High,Dist_from_52w_Low
2025-10-01 00:00:00-04:00,720.2853684573676,720.6447527663656,709.0142405229949,716.142333984375,20419600,0.0,0.0,,,,,,,,,,,
2025-10-02 00:00:00-04:00,721.3735522103992,726.5548890984803,716.9409630753169,725.8360595703125,11415300,0.0,0.0,,,,,,,,,,,
2025-10-03 00:00:00-04:00,728.4117628788885,729.7794705550638,708.9942257916973,709.3735961914062,16154300,0.0,0.0,,,,,,,,,,,
2025-10-06 00:00:00-04:00,704.0125981338592,715.6830826309072,689.3571155710283,714.465087890625,21654700,0.0,0.0,,,,,,,,,,,
2025-10-07 00:00:00-04:00,716.5216106896504,717.3003375901077,704.5716259627259,711.889404296875,12062900,0.0,0.0,,,,,,,,,,,
2025-10-08 00:00:00-04:00,712.2587946669486,718.4484549738279,706.6281969142439,716.6414794921875,10790600,0.0,0.0,,,,,,0.06969920421202591,,,,,
2025-10-09 00:00:00-04:00,717.0807271377935,732.2852783203125,711.2504512938121,732.2852783203125,12717200,0.0,0.0,,,,,,0.888522782102874,,,,,
2025-10-10 00:00:00-04:00,729.6995938834806,734.0423674154782,703.333716456913,704.1223754882812,16980100,0.0,0.0,,,,,,-0.7402616521560046,,,,,
2025-10-13 00:00:00-04:00,711.8194939498104,718.7379155876384,706.4584651360833,714.5050048828125,9251800,0.0,0.0,,,,,,0.005586975887839074,,,,,
2025-10-14 00:00:00-04:00,706.5983153422467,714.3553010671379,698.1624113283383,707.4668579101562,8829800,0.0,0.0,,,,,,-0.6212406533971149,,,,,
2025-10-15 00:00:00-04:00,715.8627565899488,722.6913629779451,708.3253746524584,716.3519287109375,10246800,0.0,0.0,,,,,,-0.040403854582238274,,,,,
2025-10-16 00:00:00-04:00,716.3519343648386,724.2786798244232,702.7047754671785,710.881103515625,9017000,0.0,0.0,,,,,,-2.9229284594910254,,,,,
2025-10-17 00:00:00-04:00,705.8994251244851,717.3402516818879,704.9410060739878,715.7229614257812,12232400,0.0,0.0,,,,,,1.6475241153152353,,,,,
2025-10-20 00:00:00-04:00,719.9858621042338,732.5448748734839,718.9775387090459,730.947509765625,8900200,0.0,0.0,55.51504993301945,,,,,2.301244185897522,,,,,
2025-10-21 00:00:00-04:00,734.7911237948646,737.2669635645257,727.5332426508437,732.0457153320312,7647300,0.0,0.0,55.87606370191495,,,,,3.474206197373042,,,,,
2025-10-22 00:00:00-04:00,732.6047674176828,739.3634223567747,722.8211423130082,732.1854248046875,8734500,0.0,0.0,52.524208897770855,,,,,2.2102957302344572,,,,,
2025-10-23 00:00:00-04:00,733.4733185275871,741.170406509876,731.8759534115667,732.7744750976562,9856000,0.0,0.0,60.64682961073814,,,,,3.0797515187502844,,,,,
2025-10-24 00:00:00-04:00,735.5597503675807,739.9724141089259,729.9292138570585,737.1271362304688,9151300,0.0,0.0,60.380467571854886,,,,,2.9905670152105435,,,,,
2025-10-27 00:00:00-04:00,748.4781993498117,754.4881675999588,746.7611003830549,749.56640625,11321100,0.0,0.0,65.82791292058198,,,,,2.5472275690965995,,,,,
2025-10-28 00:00:00-04:00,751.3733793283152,757.1337649704751,744.2752651341964,750.1853637695312,12193800,0.0,0.0,64.59856166781506,,,11978835.0,1.017945401201369,2.477939294989584,,,,,
2025-10-29 00:00:00-04:00,753.4898526523095,757.8924628078227,741.2702985772319,750.4149780273438,26818600,0.0,0.0,59.11283350503413,,,12298785.0,2.1805893834228343,2.4897454394860574,23.02255122227323,,,,
2025-10-30 00:00:00-04:00,668.0327566076506,679.8230352249238,649.0844057389726,665.357177734375,88440100,0.0,0.0,37.604525322421814,,,16150025.0,5.476158705636679,-9.20027916560503,46.745447654724444,,,,
2025-10-31 00:00:00-04:00,673.383812052831,673.7631824593219,644.4921293755289,647.2674560546875,56953200,0.0,0.0,29.510172560795056,,,18189970.0,3.131022206193853,-12.190526675670487,47.01220359815837,,,,
2025-11-03 00:00:00-05:00,654.90470367213,658.2291607688485,635.1177890022415,636.645263671875,33003600,0.0,0.0,28.879335608112754,,,18757415.0,1.7594961779115086,-15.0648617169301,47.00543744170085,,,,
2025-11-04 00:00:00-05:00,626.9913515895119,640.6684891460408,624.9647727272926,626.2725830078125,27356600,0.0,0.0,23.37248214379791,,,19522100.0,1.4013144077737538,-16.51762174338911,47.15996851767202,,,,
2025-11-05 00:00:00-05:00,631.2542465797685,641.1576663615418,625.4938610947797,634.88818359375,20219900,0.0,0.0,27.94645798719725,,,19993565.0,1.0113203923362342,-15.395054445379708,47.47719395884184,,,,
2025-11-06 00:00:00-05:00,634.7882936522686,634.938067569805,616.9681222612256,617.9065551757812,23628800,0.0,0.0,23.48166347202661,,,20539145.0,1.1504276346459408,-7.131601513666553,46.88403045414073,,,,
2025-11-07 00:00:00-05:00,615.4606203242017,621.0912176885568,600.1961723842201,620.6719360351562,29946800,0.0,0.0,17.93801597602497,,,21187480.0,1.41341962328696,-4.108891891713496,45.64731792982057,,,,
2025-11-10 00:00:00-05:00,630.0362749426478,633.9397194755629,617.0779066438014,630.7051391601562,19245000,0.0,0.0,21.991047197222116,,,21687140.0,0.8873922518137477,-0.9330352161043165,45.73504923353654,,,,
2025-11-11 00:00:00-05:00,626.9514668906089,628.5088598168925,618.3558571038752,626.0330200195312,13302200,0.0,0.0,21.37821579351514,,,21910760.0,0.6071081057891191,-0.03825219158256621,45.71456862888941,,,,
2025-11-12 00:00:00-05:00,627.0812350986922,627.939784558569,606.7552442025384,607.9931640625,24493300,0.0,0.0,19.24912782503614,,,22623085.0,1.0826684335933847,-4.236182090996277,45.88433092913336,,,,
2025-11-13 00:00:00-05:00,612.0463872625083,616.6187572691151,601.993193452889,608.8717041015625,20973800,0.0,0.0,17.842332414413264,,,23220925.0,0.9032284458952432,-1.4621710999082271,46.00029906542074,,,,
2025-11-14 00:00:00-05:00,600.7852061056304,612.6553687237855,594.2062431482154,608.4424438476562,20724100,0.0,0.0,12.348178731001681,,,23645510.0,0.8764496938319368,-1.9703633235976237,45.771470978692136,,,,
2025-11-17 00:00:00-05:00,608.0230519623859,610.6686515784111,594.4058732487083,601.0048217773438,16501300,0.0,0.0,11.595990932019689,,,24025565.0,0.6868225575548379,-4.709065383922717,44.4889093415797,,,,
2025-11-18 00:00:00-05:00,590.612218909938,602.6520806612418,582.8053290854997,596.6920776367188,25500600,0.0,0.0,11.241445281193094,,,24918230.0,1.023371242660494,-4.686804281010149,44.31463395912931,,,,
2025-11-19 00:00:00-05:00,592.7286370493186,594.3359951431619,580.2794874440681,589.3343505859375,24744700,0.0,0.0,18.483577811447702,,,25718740.0,0.9621272270725548,-3.0689183003124065,44.16373628666528,,,,
2025-11-20 00:00:00-05:00,602.4923987587222,605.7069934113463,582.376016746667,588.1663818359375,20603000,0.0,0.0,21.500117730162472,,,26256090.0,0.7846941414353775,-3.4006051071427734,44.08095349885841,,,,
2025-11-21 00:00:00-05:00,587.517412968027,597.1213460929463,580.88848479756,593.2578125,21052600,0.0,0.0,27.89867328614139,,,26851155.0,0.7840482094718085,-2.4956561629119745,44.22597400440454,,,,
2025-11-24 00:00:00-05:00,597.7203367937327,615.6703584886146,596.6321908004635,612.0264282226562,23554900,0.0,0.0,43.31490946834671,,,27462845.0,0.857700649732393,1.8338632313661618,45.71886323059066,,,,
